,Word,Valence,Arousal,Dominance
11869,stop,4.73,4.14,5.06
11870,stopover,4.5,3.43,5.33
11871,stopper,4.65,4.35,5.74
11872,stopwatch,5.05,4.05,6.21
11873,storage,4.95,3.68,6.23
11874,store,5.94,3.43,5.44
11875,storefront,5.76,3,5.22
11876,storeroom,5.43,2.9,5.68
11877,storm,5.74,5.86,3.72
11878,stormy,5.14,6.52,4.53
11879,story,7.27,3.52,5.33
11880,storybook,6.76,3.4,6.32
11881,storyteller,6.67,4.29,5.9
11882,storytelling,7,4.4,6.18
11883,stout,5.29,3.35,4.86
11884,stove,5.63,3.82,6.08
11885,stow,5,2.9,5.04
11886,stowaway,4.35,4.23,4.83
11887,straddle,5.62,5,5.15
11888,straighten,6.26,3,5.88
11889,straightforward,6.14,4.04,6.3
11890,strain,3.71,4.78,4.08
11891,straitjacket,2.71,5.1,3.97
11892,strand,5,3.27,5.15
11893,strange,4.72,3.5,5.28
11894,stranger,4.09,5.8,4.84
11895,strangle,3,5.43,3.62
11896,strangulation,2.79,5.5,3.21
11897,strap,5.1,4.23,5.71
11898,strapless,5.65,5.25,5.33
11899,strapping,4.77,4.77,5.63
11900,strategic,6.57,4.32,6.29
11901,strategist,5.29,5.15,5.76
11902,strategy,5.95,4.15,6.67
11903,stratosphere,5.52,4.19,4.48
11904,straw,5.89,2.35,5.24
11905,strawberry,7.25,4.05,5.54
11906,stray,4.14,3.71,5.68
11907,streak,5.37,4.5,5.3
11908,stream,6.9,4.35,5.09
11909,streamline,5.3,3.64,5.84
11910,street,5.07,3.45,5.41
11911,streetcar,5.44,3.75,5.24
11912,streetlight,4.9,3.78,5.38
11913,strength,6.73,5.3,7.42
11914,strengthen,7.21,4.7,6
11915,strenuous,4.14,5.14,4.65
11916,strep,2.77,4.21,3.48
11917,stress,1.79,4.72,3.85
11918,stressful,2.62,5.65,3.97
11919,stretch,5,4.73,6.23
11920,stretcher,3.1,3.82,5.04
11921,stricken,2.79,4.59,3.25
11922,strict,3.65,4.5,5.27
11923,stride,5.81,4.1,5.1
11924,strife,3.68,4.17,4.18
11925,strike,3.06,5.52,3.28
11926,strikeout,3.16,4.9,4.78
11927,striker,3.73,5.72,5.3
11928,string,5.25,3.8,5.62
11929,strings,5.28,2.58,5
11930,stringy,4.05,4.27,4.84
11931,strip,4.68,5.27,5.81
11932,stripe,5.24,3.67,5.21
11933,striped,4.81,4.38,4.86
11934,stripper,5.19,5.57,5
11935,striptease,5.32,6.8,5.45
11936,strive,6.32,4.62,6.35
11937,stroke,4.19,4.95,4.19
11938,stroll,6.25,3.22,6.82
11939,stroller,5.75,3.22,5.68
11940,strong,6.81,5.14,6.54
11941,stronghold,5.44,3.95,5.04
11942,structural,5.6,3.67,5.27
11943,structure,5.68,4,5.83
11944,strudel,6.11,3.7,5.46
11945,struggle,3,5.9,3.67
11946,strut,5.6,5.46,6.39
11947,stub,3.89,3.86,4.05
11948,stubborn,3.74,4.13,5
11949,stubbornness,3.61,4.74,5.85
11950,stubby,4.5,4.14,5.3
11951,stud,4.89,5.14,5.05
11952,student,6.41,4.25,6.79
11953,studio,6.24,4.79,5.57
11954,study,5.78,2.55,5.33
11955,stuff,5.86,3.52,4.83
11956,stuffed animal,7.21,2.77,6.39
11957,stuffy,3.73,4.61,4.53
11958,stumble,3.76,4.76,4.2
11959,stump,4.62,3.85,4.54
11960,stun,4.55,5.5,4.19
11961,stunner,5.76,4.5,5.85
11962,stunning,6.24,6.5,5.81
11963,stunt,4.95,4.81,4.4
11964,stuntman,5.95,6.3,4.92
11965,stupendous,6.95,4.57,6.38
11966,stupid,2.84,4.34,4.03
11967,stupidity,2.71,4.5,4.32
11968,sturdy,6.19,3.27,6.62
11969,stutter,2.95,4.48,4.72
11970,style,6.81,4.6,7.47
11971,styling,5.7,3.72,6.41
11972,stylish,5.68,4.27,6.07
11973,stylist,6,3.32,5.56
11974,suave,5.43,3.14,6.04
11975,sub,5,3.35,5.45
11976,subatomic,5.53,4.57,3.89
11977,subcommittee,5.1,4.15,4.9
11978,subconscious,5.5,4,3.72
11979,subdivision,4.74,3.25,4.96
11980,subdue,3.17,3.3,6
11981,subdued,3.58,2.95,4.57
11982,subdural,4.4,3.09,4.96
11983,subject,5.33,4.2,6.37
11984,subjective,5.86,3.56,5.21
11985,sublet,5.27,4.21,5.19
11986,sublevel,4.95,3.32,4.56
11987,sublime,5.95,3.82,5.21
11988,subliminal,5.19,4.17,3.78
11989,submarine,6,4.24,4.61
11990,submerge,4.47,4.14,4.82
11991,submersible,4.5,4.32,4.83
11992,submission,4.6,4.29,4.97
11993,submissive,4.67,3.32,4.47
11994,submit,3.9,3.91,4.43
11995,subordinate,4.44,3.09,3.46
11996,subpoena,2.64,5,2.67
11997,subscribe,5.43,4.26,6.23
11998,subscriber,5.71,2.95,4.82
11999,subscription,5.29,3.05,5.86
12000,subsequent,5.16,4,5.22
12001,subservient,3.67,3.5,4.25
12002,subside,5.42,3.1,5
12003,subsidiary,4.8,3.38,5.74
12004,subspace,4.45,3.73,5.2
12005,substance,4.29,3.62,5.75
12006,substandard,3.33,3.91,3.67
12007,substantial,6.14,5,6.62
12008,substantiate,5.37,3.52,5.45
12009,substation,4.43,3.29,5
12010,substitute,4.91,3.59,5.25
12011,substitution,4.95,3.24,5.6
12012,subterranean,4.75,5.1,4.88
12013,subtext,4.53,3.71,4.2
12014,subtitle,5.41,3.25,5.67
12015,subtle,5.62,3.37,5.09
12016,subtlety,4.6,3.85,5.3
12017,subtract,4.25,3.96,6.1
12018,suburb,5.52,4.25,5.71
12019,suburban,5.85,3.41,5.69
12020,suburbia,5.52,3.75,5.05
12021,subversive,4.1,4.41,5.33
12022,subway,5.44,4.41,4.68
12023,succeed,7.05,6.71,6.1
12024,success,7.49,5.8,6.38
12025,successful,7.76,5.08,7.71
12026,succession,4.52,3.74,5.89
12027,successor,6.11,4.59,5.9
12028,succubus,3.67,4.68,4.05
12029,succulent,6.5,5.64,5.89
12030,suck,3.71,5.6,5.47
12031,sucker,4,4.74,4.17
12032,suction,4.25,3.81,4.88
12033,suds,5.24,3.73,5.5
12034,sue,2.18,6.15,5.58
12035,suede,5.36,2.75,5.71
12036,suffer,2.05,4.5,3.32
12037,suffice,5.52,3.25,6.19
12038,sufficient,6.1,3.17,6
12039,suffocate,2.62,6.09,3.48
12040,suffocation,2.44,5,3.17
12041,sugar,6.56,5.29,6.32
12042,suggest,5.55,3.75,5.84
12043,suggestion,5.79,4.18,6.41
12044,suggestive,4.95,4.44,5.68
12045,suicidal,2.15,4.91,3.24
12046,suicide,1.58,6.21,4.21
12047,suit,5.89,3.05,5.17
12048,suitable,5.7,3,6.16
12049,suitcase,5.25,3.24,5.5
12050,suite,7.05,3.61,6.16
12051,suitor,5.63,3.67,5.58
12052,sulfate,4.63,3.67,4.91
12053,sulfur,4.5,3.86,5
12054,sulk,3.22,3.3,3.68
12055,sullen,2.84,4.52,4.57
12056,sully,3.89,4.05,4.45
12057,sultan,4.48,3.48,4.94
12058,sum,5.71,3.1,5.88
12059,summarize,4.89,2.8,6.4
12060,summary,5.05,3.29,6.09
12061,summation,4.85,4.15,5.19
12062,summer,7.5,5.48,6.61
12063,summerhouse,7.3,4.82,5.71
12064,summertime,6.74,5.32,6.5
12065,summit,5.5,4.35,4.45
12066,summon,5.58,4.67,6.04
12067,summons,3.6,5.14,3.84
12068,sumo,4.45,3.71,5.48
12069,sun,6.92,4.64,4.98
12070,sunburn,2.76,4.45,4.12
12071,sundae,7.76,4.79,5.8
12072,sundial,5.95,3.22,5.19
12073,sundown,6.21,3.71,4.4
12074,sunflower,6.45,3.05,6.15
12075,sunglasses,6.72,3.67,5.83
12076,sunken,4.42,3.95,4
12077,sunlight,7.46,4.44,6.12
12078,sunny,7.95,5.38,5.11
12079,sunrise,7.35,4.68,5.95
12080,sunroof,6.47,3.24,6.17
12081,sunscreen,5.77,3.95,5.89
12082,sunset,7.46,4.68,5.32
12083,sunshine,8.14,5.32,5.43
12084,suntan,6.05,4.25,5.39
12085,sunup,5.71,3.28,5.21
12086,sup,5.53,4.3,5.26
12087,super,7.05,4.25,6.91
12088,superb,7,4.33,6.64
12089,superficial,3.79,4.2,4.62
12090,superfluous,4.53,4.45,4.58
12091,superhero,6.89,6,5.83
12092,superhuman,6.67,4.73,6.33
12093,superintendent,4.86,3.24,5.16
12094,superior,6.37,4.74,5.95
12095,superiority,4.95,5.48,6.81
12096,superman,6.52,5.17,5.11
12097,supermarket,6.37,4.65,5.28
12098,supermodel,5.53,6.09,5.18
12099,supernatural,6.05,5.9,4
12100,supernova,6.58,5.5,3.5
12101,superposition,4.42,3.5,5.29
12102,superpower,7.14,5.76,5.81
12103,superstar,5.94,4.85,5.42
12104,superstition,4.84,6.14,5.45
12105,superstitious,4.75,5.95,4.89
12106,superstore,6.24,4.43,4.75
12107,supervise,5.05,4,6.1
12108,supervision,4.26,5.05,4.55
12109,supervisor,4.28,4.05,5.55
12110,supper,6.72,3.6,5.64
12111,suppertime,6.43,4.57,6.61
12112,supple,5.76,4.09,5.7
12113,supplement,5.43,3.22,5.22
12114,supplemental,5.59,3.64,6.05
12115,supplier,4.84,3.45,5.04
12116,supply,5.11,3.28,5.24
12117,support,6.89,3.05,6.11
12118,supporter,6.05,4.41,6.32
12119,supportive,6.95,3.83,6.58
12120,suppose,5.27,3.33,5.11
12121,supposed,5.41,3.48,5.24
12122,suppress,2.72,3.55,4.55
12123,suppression,3.68,3.17,4.29
12124,supremacy,3.48,4.26,5.57
12125,supreme,6.14,4.28,6.11
12126,sure,6.64,3.48,6.82
12127,surf,6.05,5.57,5.18
12128,surface,5.62,3.04,5.16
12129,surfboard,5.53,3.75,4.8
12130,surfer,5.47,5.38,5.74
12131,surge,5,5.22,5.92
12132,surgeon,5.05,5.78,5
12133,surgery,3.18,5.55,3.2
12134,surgical,3.95,5,3.75
12135,surly,3.9,3.8,4.95
12136,surname,5.1,3.68,5.76
12137,surplus,5.68,3.6,6.58
12138,surprise,7.44,6.57,5.17
12139,surprised,6.57,5.95,4.72
12140,surprising,6.75,5.65,3.77
12141,surreal,6.65,5.11,5.12
12142,surrender,3.73,4.58,3.88
12143,surrogate,5.27,4.27,4.5
12144,surround,5.42,3.32,4.43
12145,surroundings,6.37,3.43,5.7
12146,surveillance,3.35,4.85,5.48
12147,survey,5.55,3.68,6.93
12148,survival,7.05,5.4,5.86
12149,survive,6.9,4.53,6.21
12150,survivor,6.68,4.81,6.25
12151,susceptible,3.67,5.19,4
12152,sushi,6.25,5.84,5.81
12153,suspect,2.39,4.57,3.22
12154,suspend,4.32,4.87,4.68
12155,suspense,5.26,5.84,4.95
12156,suspension,4.35,4.57,5.46
12157,suspicion,3.33,6.04,4.95
12158,suspicious,3.48,5,3.95
12159,sustain,5.68,3.73,6.45
12160,sustenance,6,3.28,6.12
12161,suture,4.36,4.63,4.65
12162,suv,4.75,3.48,5.11
12163,swab,4.7,2.56,5.27
12164,swag,5.37,4.33,5.94
12165,swallow,5.57,3.78,5.72
12166,swami,4.11,4.05,4.25
12167,swamp,4.42,3.33,4.12
12168,swank,4.84,4.14,5.27
12169,swap,5.24,3.7,5.12
12170,swarm,3.76,6.26,3.92
12171,swastika,2.33,5.26,3.35
12172,swat,4.38,6.21,5.24
12173,sway,5.25,3.68,6.15
12174,swear,3.44,5.05,4.11
12175,sweat,4.38,5.1,4.69
12176,sweater,6.19,2.8,5.95
12177,sweatshirt,6.24,2.56,5.05
12178,sweatshop,2.53,5.95,3.39
12179,sweaty,3.95,4.78,4.53
12180,sweep,5.27,3.89,5.76
12181,sweeper,5.35,3.23,6.22
12182,sweet,7.77,4.14,6.12
12183,sweeten,6.26,4.71,5.74
12184,sweetheart,7.84,5.39,6.76
12185,sweetie,7.56,4.35,5.89
12186,sweetness,7.37,4.37,5.92
12187,swell,5.05,4.56,5.59
12188,swerve,4.33,5.35,4.73
12189,swift,5.83,4.88,6.24
12190,swig,4.57,4.48,6
12191,swill,4.65,3.81,5.24
12192,swim,6.71,6.05,6.47
12193,swimmer,6.26,4.26,6.48
12194,swimming,7.2,5.13,5.83
12195,swimsuit,6.05,5.8,5.08
12196,swindle,3,4.32,4.13
12197,swindler,2.33,4.82,3.86
12198,swine,3.11,3.71,4.78
12199,swing,6.95,4.1,6.16
12200,swinger,4.37,5.81,4.96
12201,swipe,4.47,3.68,5
12202,swirl,6.45,4.58,5.12
12203,swish,5.79,3.95,5.8
12204,switch,5.29,3.9,6
12205,switchblade,3.45,5.71,4.44
12206,switchboard,4.86,3.65,5.31
12207,swivel,5.26,4.62,5.52
12208,swoon,5.76,3.83,5.67
12209,swoop,5.16,5.62,5.04
12210,sword,5.27,5.95,6
12211,swordfish,6.15,5.15,5.19
12212,swordplay,4.94,6.14,4.96
12213,swordsman,5.25,4.72,4.68
12214,sycamore,6.36,3.68,4.81
12215,syllable,4.95,2.5,5.7
12216,syllabus,4.86,2.95,4.74
12217,symbiotic,5.7,4.05,5.16
12218,symbol,5.67,2.77,4.96
12219,symbolic,6.48,3.74,5.55
12220,symbolism,6.62,3.52,5.3
12221,symbolize,5.75,4.41,6.29
12222,symmetrical,5.76,3.24,5.05
12223,symmetry,5.27,3.19,6.42
12224,sympathetic,6.67,3.29,6.3
12225,sympathize,6,3.73,7.05
12226,sympathy,6.57,3.08,5.9
12227,symphonic,6.45,6.3,5.69
12228,symphony,7.15,4.19,5.62
12229,symposium,4.86,4.04,6
12230,symptom,3.33,4.17,5
12231,symptomatic,4,4.13,4.94
12232,synagogue,4.85,2.56,4.64
12233,synapse,5.42,3.95,5.14
12234,synaptic,4.57,4.25,4.57
12235,sync,6.21,3.95,6.13
12236,synchronize,6.26,4.04,6.05
12237,syndicate,4.35,3.06,4.67
12238,syndrome,4.33,4.68,3.77
12239,synergy,5.42,4.29,5.39
12240,synonymous,5.24,3.41,5.47
12241,synthesizer,5.16,4.3,5.64
12242,synthetic,4.76,3.61,5.05
12243,syphilis,2.17,4.59,3.27
12244,syringe,3.05,4.81,5.39
12245,syrup,6.44,3.11,5.25
12246,system,5.5,3.38,5.65
12247,systematic,4.62,3.52,4.65
12248,t-shirt,6.43,2.23,5.19
12249,tab,5.09,4.42,5.71
12250,tabasco,4.5,5,5.62
12251,tabernacle,5.65,3.52,5.7
12252,table,5.49,3,5.84
12253,tablecloth,5.33,2.81,6.28
12254,tablet,6.21,3.65,6.1
12255,tabloid,4.84,3.32,3.93
12256,taboo,4.53,5.06,3.94
12257,tack,4.42,2.85,5
12258,tackle,5.38,4.43,5.2
12259,tacky,3.68,4.05,4.58
12260,taco,6.53,4.19,6.13
12261,tact,5.71,3.95,5.94
12262,tactful,6.18,3.62,6.32
12263,tactic,5.7,5.05,6.19
12264,tactical,5.05,4.27,5.46
12265,tad,5.45,3.68,5.58
12266,tadpole,6,4.17,5.32
12267,taffy,5.95,3.45,5
12268,tag,4.79,3.29,5.88
12269,tail,5.3,3.27,5.32
12270,tailgate,4.81,4.57,4.8
12271,taillight,5.11,3.56,5.53
12272,tailor,5.29,3.61,6.17
12273,tailpipe,4.67,3.13,5.94
12274,taint,3.77,4.43,4.45
12275,take,4.82,4.52,4.83
12276,takeoff,5.5,3.77,5.11
12277,takeout,6.63,4.45,6.42
12278,takeover,3.71,4.73,5.65
12279,taker,3.17,3.82,3.7
12280,talcum,5.45,4.05,4.71
12281,tale,5.95,3.09,6.19
12282,talent,6.3,5.6,6.11
12283,talented,7.95,4.55,6.14
12284,talisman,5.68,4.6,4.83
12285,talk,6.64,3.38,6.44
12286,talkative,5.56,4.45,5.79
12287,talker,4.55,4.05,6
12288,tall,6.71,3.85,6.47
12289,tally,4.74,3.44,6.29
12290,talon,5.06,4.9,4.72
12291,tambourine,6.1,3.33,6.04
12292,tame,6.14,3.65,5.47
12293,tamer,5.48,3.76,5.92
12294,tamper,3.33,5.55,4.63
12295,tampon,3.1,4.22,5.54
12296,tan,6.05,3.75,5.5
12297,tang,4.62,4.05,5.32
12298,tangerine,6.81,3.9,6
12299,tangible,5.63,4.18,6.56
12300,tangle,3.95,4.52,4.35
12301,tango,5.47,4.48,6.04
12302,tank,4.71,4.32,4.92
12303,tank top,6.25,5.14,5.32
12304,tanker,4.74,4,5.33
12305,tantrum,3.15,5.05,3.4
12306,tap,5.33,3.95,6.12
12307,tape,5.5,3.4,5.11
12308,tape measure,5.05,4.1,5.68
12309,tapestry,5.65,2.67,5.6
12310,tapeworm,2.19,4.9,3.33
12311,tapioca,5.48,3.74,5.67
12312,taps,4.79,3.14,4.58
12313,tar,3.9,3.65,5.1
12314,tarantula,3.37,6.76,4.04
12315,tardiness,2.95,5.05,4.3
12316,tardy,3.47,4.3,4.35
12317,target,5.24,5.35,6.42
12318,tarmac,4.76,3.1,5.35
12319,tarot,3.9,3.96,4.77
12320,tarp,4.79,2.9,4.36
12321,tarry,4.68,3.1,4.55
12322,tart,5.43,4.8,5.68
12323,tartar,4.52,2.73,5.38
12324,task,6.05,3.83,6.18
12325,tassel,4.95,4.78,5.32
12326,taste,6.63,4.56,7.33
12327,tasteful,6.89,4.73,6.54
12328,tasteless,3.25,3.86,5.4
12329,tasty,6.89,5.28,6.18
12330,tattler,2.84,4.45,4.75
12331,tattletale,2.95,6.1,4.7
12332,tattoo,4.45,5,6.63
12333,taunt,3.4,4.85,3.23
12334,taupe,4.7,3.7,5.77
12335,taut,4.25,4.29,4.73
12336,tavern,5.55,4.22,5
12337,tawdry,3.9,3.35,3.37
12338,tawny,4.86,4.16,4.38
12339,tax,3,4.52,3.05
12340,taxi,4.79,3.79,4.53
12341,taxicab,5,3.8,5.24
12342,taxpayer,4.05,2.96,5.06
12343,tea,6.56,2.05,6
12344,teach,7.06,3.47,5.78
12345,teacher,7.37,2.9,5.95
12346,teacup,6.5,3.57,5.58
12347,teahouse,6.44,2.76,5.61
12348,teal,5.7,3.73,5.7
12349,team,5.91,3.38,6.53
12350,teammate,6.2,3.74,5.68
12351,teamwork,6.26,4.64,5.54
12352,teapot,6,3.39,5.67
12353,tear,3.14,4.8,5.68
12354,tearful,3.67,4.92,3.42
12355,tease,4.17,5.21,5.24
12356,teaspoon,5.25,2.47,5.43
12357,teatime,6.4,3.16,5.82
12358,tech,5.77,4.1,5.55
12359,technical,5,5.28,6.24
12360,technicality,4.21,4.36,4.3
12361,technician,5.65,3.33,4.81
12362,technique,7,3.45,5.68
12363,techno,5.53,5,5.18
12364,technological,5.3,4.56,6.25
12365,technology,5.53,4.62,5.2
12366,teddy bear,7.38,3.74,6.35
12367,tedious,3.62,4.37,4.1
12368,tee,5.4,3.68,6.15
12369,teeming,4.83,3.6,4.4
12370,teen,5.1,3.86,4.89
12371,teenage,5.8,5.26,5.05
12372,teenager,4.58,4.23,4.3
12373,teens,5.58,3.96,4
12374,teensy,5.09,3.77,5.84
12375,teeny,5.62,3.74,5
12376,teeth,5,3.8,5.65
12377,teething,3.11,4.05,4.12
12378,telegram,5.27,4.14,5.14
12379,telegraph,5.37,2.82,5.21
12380,telekinesis,5.9,5.68,4.62
12381,telemetry,5,3.5,5.48
12382,telepathic,5.9,4.62,5.24
12383,telepathy,5,5.7,5.26
12384,telephone,5.71,4.3,6.74
12385,telescope,6.75,3.38,6.07
12386,telethon,3.11,3,5.29
12387,teletype,5.2,3.86,5.21
12388,televised,6,4,5.37
12389,television,7.18,4.1,6.21
12390,tell,5.27,3.86,4.94
12391,teller,5.33,3,4.32
12392,temp,4.63,3.62,4.9
12393,temper,3.89,4.9,4.61
12394,temperament,4.67,3.8,5.32
12395,temperamental,3.86,5.7,4.61
12396,temperance,5.05,4,6.58
12397,temperature,5.58,4.86,4.64
12398,tempest,4.52,5.26,4.62
12399,template,5.45,3.46,4.86
12400,temple,5.3,3.36,5.84
12401,tempo,5.59,4,6
12402,temporal,4.57,3.38,5.42
12403,temporary,4.33,3.35,4.29
12404,tempt,5,5.29,4.8
12405,temptation,4.5,5.38,5.25
12406,tempting,6.05,6.06,5.17
12407,temptress,4.68,5.43,4.42
12408,ten,5.16,3.1,4.8
12409,tenacious,5.65,4.78,5.42
12410,tenant,4.57,2.59,5.41
12411,tend,4.8,3.22,6.33
12412,tendency,4.85,3.72,4.68
12413,tender,6.47,3.22,5.85
12414,tenderfoot,4.26,3.16,4.95
12415,tenderness,6.89,3.1,5.08
12416,tendon,5.11,3.3,4.68
12417,tenement,4.55,3.77,5.05
12418,tennis,5.4,3.89,5.68
12419,tenor,5.48,4,5.69
12420,tense,2.75,5.32,4.72
12421,tension,3.6,5.08,4.53
12422,tent,6.23,3.38,5.91
12423,tentative,5.1,3.4,5.16
12424,tenure,4.6,3.65,5.68
12425,tepee,6.29,4,4.95
12426,tequila,6.27,5.77,5.38
12427,teriyaki,6.57,4.16,5.58
12428,term,5.57,3.6,5.5
12429,terminal,4.27,3.68,4.15
12430,terminate,3.05,4.95,3.25
12431,termination,2.95,5.9,3.38
12432,terminator,5.43,6.05,4.34
12433,terminology,5.67,2.8,5.32
12434,termite,3.08,4.24,3.53
12435,terrace,5.33,3.52,4.86
12436,terrain,5.53,3.09,4.83
12437,terrible,2.1,4.39,3.4
12438,terrier,6.2,3.75,5.32
12439,terrific,7.12,5.46,6.27
12440,terrified,2.51,6.1,3.29
12441,terrify,2.84,6.39,2.79
12442,terrifying,2.63,5.91,2.68
12443,territorial,4.16,4.29,5.32
12444,territory,5.3,4.32,6.23
12445,terror,2.75,6.35,2.95
12446,terrorism,1.6,7.42,2.69
12447,terrorist,2.35,6.09,3.02
12448,terrorize,2.5,5.95,3.05
12449,test,4.44,4.3,4.06
12450,testament,5,3.94,5.68
12451,testicle,4.19,5.4,4.86
12452,testicular,3.89,4.95,4.14
12453,testify,4.55,6.16,5.88
12454,testimonial,5.89,3.15,4.8
12455,testimony,5.05,4.22,4.63
12456,testosterone,5.2,6.75,4.73
12457,testy,3.55,4.55,5.47
12458,tetanus,3.33,5.52,4.2
12459,tether,4.32,4.19,4.7
12460,text,6.5,3.48,6.33
12461,textbook,5,2.94,5.17
12462,textile,4.89,3.38,5.71
12463,texture,5.57,3.33,5.29
12464,thank,7.77,3.33,6.89
12465,thankful,7.76,4.52,6.55
12466,thankless,3.63,4.86,4.68
12467,thanks,7.73,4.05,6.72
12468,thanksgiving,6.79,4.95,6.25
12469,thatch,5.2,2.8,4.86
12470,thaw,4.95,3.84,5.82
12471,theater,6.14,3.73,5.54
12472,theatrical,5.3,5.36,6.95
12473,theatrics,5.45,5.05,6.21
12474,theft,2.6,5.17,3.93
12475,theme,5.43,3.08,5.9
12476,theology,4.95,3.32,5.35
12477,theoretical,4.8,3.9,4.97
12478,theory,5.65,4.41,5.76
12479,therapeutic,6.29,2.18,6.59
12480,therapist,4.43,3.32,4.23
12481,therapy,5.1,3.74,4.73
12482,thermal,5.36,3.48,5.09
12483,thermometer,5.22,3.36,5.32
12484,thermos,5.79,3.15,5.17
12485,thermostat,5.48,3.56,5.73
12486,thesis,4.7,4.1,5.88
12487,thick,4.63,3.13,5.72
12488,thicket,4.33,3.25,4.45
12489,thickness,5.19,3.74,4.95
12490,thief,2.32,6.05,3.14
12491,thigh,5.22,5.32,5.73
12492,thin,5.47,4.5,5.33
12493,thing,5.55,3.43,5.41
12494,thingy,5.42,4.27,5.16
12495,think,6.68,3.75,6.5
12496,thinker,7.26,4.45,7.68
12497,third,5,2.64,5.61
12498,thirst,4.14,4.12,6
12499,thirsty,4.48,4.08,6.2
12500,thirteen,5.11,4.36,4.46
12501,thirty,4.74,3.57,5.7
12502,thistle,4.95,3.9,3.73
12503,thong,5.48,4.68,5.16
12504,thorn,3.62,4.2,4.1
12505,thorny,3.1,4.92,3.68
12506,thorough,6.15,3.3,7.28
12507,thoroughbred,6.47,4.65,5.55
12508,thoroughfare,5.19,4.32,5.81
12509,thought,6.76,4.16,6.15
12510,thoughtful,7.26,2.55,6.62
12511,thoughtless,4.05,4.43,4.45
12512,thousand,6.44,3.5,6
12513,thrash,3.48,4.3,5.05
12514,thread,5.5,3.87,5.5
12515,threat,2.63,6.57,3.6
12516,threaten,2.6,6.05,3.29
12517,three,5.43,3.38,5.45
12518,threesome,5.89,5.7,6
12519,threshold,5.53,3.09,4.61
12520,thrift,5.72,2.95,5.93
12521,thrill,7.37,7.19,6.09
12522,thriller,5.75,6,4.57
12523,thrilling,7.19,6.16,5.95
12524,thrive,6.79,5.65,7.05
12525,thriving,5.9,5.22,7.42
12526,throat,4.76,4.2,5.84
12527,throbbing,3.68,5.64,4.89
12528,throes,4.5,4.71,4.65
12529,throne,5.45,5.22,6.19
12530,throttle,5.55,5.36,5.71
12531,throw,5.55,4.52,6.12
12532,throwback,5.42,4.57,5
12533,thrower,4.57,3.58,5.24
12534,thrust,5.75,5.29,6.11
12535,thruster,4.56,4.7,4.94
12536,thud,4.24,5.05,4.52
12537,thug,2.52,5.48,3.53
12538,thumb,5.62,3.84,5.79
12539,thumbprint,5.6,4.33,5.03
12540,thump,4.42,4,5.5
12541,thumper,5,4.09,4.83
12542,thunder,5.74,5.75,3.9
12543,thunderbolt,5.63,6.29,4.17
12544,thunderclap,4.53,5.57,4.18
12545,thunderstorm,5.67,6.1,3.5
12546,thyroid,4.28,3.14,3.13
12547,tiara,5.48,5.05,5.23
12548,tibia,4.41,3.52,5.56
12549,tic,4.24,4.41,3.71
12550,tick,3.05,3.82,3.62
12551,ticker,4.43,3.84,5.82
12552,ticket,5.28,3.95,5
12553,tickle,6.14,5.86,5.28
12554,ticklish,6.19,4.88,4.39
12555,tidal,5.33,5.05,5.32
12556,tidal wave,4.9,4.8,3
12557,tide,6.55,5.47,4.76
12558,tidings,6.25,3.55,4.82
12559,tidy,6.24,2.86,6.75
12560,tie,5.33,3.1,5.17
12561,tier,4.95,3.73,5.63
12562,tiger,6,5.55,4.4
12563,tighten,5,5.68,6.08
12564,tightrope,4.81,4.18,3.89
12565,tights,5.95,3.45,4.56
12566,tile,5,2.89,4.82
12567,tilt,4.78,4.59,5.8
12568,timber,4.9,3.73,5.37
12569,time,5.6,3.41,4.36
12570,timeless,5.89,3.4,5.45
12571,timely,6.14,3.48,5.9
12572,timeout,4.05,3.81,4.72
12573,timer,4.81,4.17,4.27
12574,times,5.91,3.19,6.12
12575,timetable,4.9,3.62,5.56
12576,timid,3.37,3.15,4.69
12577,timing,5.67,3.4,5.36
12578,tin,4.95,2.73,5.54
12579,tinfoil,4.79,3.25,5
12580,tingle,6.23,5.24,5.52
12581,tinker,5.95,2.83,5.95
12582,tinkle,5.55,3.75,5.22
12583,tinkling,5.33,5.4,5.91
12584,tinsel,5.7,4.05,5.15
12585,tiny,5.1,4.6,6.16
12586,tip,6.77,4.05,5.84
12587,tipper,5.25,3.73,6.81
12588,tipster,5.3,3.62,5.65
12589,tipsy,5.6,4.7,4.57
12590,tiptoe,5.32,3.76,5.74
12591,tire,4.55,3.09,5.52
12592,tired,4.29,3.67,5.06
12593,tireless,4.95,4.41,6.09
12594,tiresome,3.86,2.52,4.73
12595,tiring,3.68,3.55,3.78
12596,tissue,5.3,3.1,5.32
12597,tit,5.76,6.14,4.86
12598,titan,5.71,4.32,6.05
12599,titanic,4.42,4.39,4.53
12600,titanium,5.26,3.78,5.88
12601,title,5.71,2.15,5.25
12602,toad,6,3.62,4.84
12603,toast,6.73,3.65,6.39
12604,toaster,5.8,3.85,6.23
12605,toasty,6.05,4.65,5.57
12606,tobacco,3.37,5,4.13
12607,toddler,6.28,4.2,4.88
12608,toe,5.24,3.1,5.1
12609,toenail,3.95,3.06,5.96
12610,toffee,6.19,5,6.33
12611,tofu,4.29,3.09,4.9
12612,toga,5.36,3.75,6.09
12613,togetherness,6.3,4.64,6.37
12614,toil,3.62,5.55,4.92
12615,toilet,3.71,4.5,6.37
